Ticker,Quandl_Code,Name,Exchange,Last Trade Date
LTSF,EOD/LTSF,Ladenburg Thalmann Financial Services Inc. 7.00% Senior Notes due 2028,NYSE MKT,2019-07-30
LTSH,EOD/LTSH,Ladenburg Thalmann Financial Services Inc 7.75% Senior Notes due 2029,NYSE MKT,2019-07-30
LTSK,EOD/LTSK,Ladenburg Thalmann Financial Services Inc 7.25% Senior Notes due 2028,NYSE MKT,2019-07-29
LTSL,EOD/LTSL,Ladenburg Thalmann Financial Services Inc 6.50% Senior Notes due 2027,NYSE MKT,2019-07-30
LTXB,EOD/LTXB,LegacyTexas Financial Group Inc.,NASDAQ,2019-07-30
LUB,EOD/LUB,Luby's Inc.,NYSE,2019-07-30
LULU,EOD/LULU,lululemon athletica inc.,NASDAQ,2019-07-30
LUNA,EOD/LUNA,Luna Innovations Incorporated,NASDAQ,2019-07-30
LUV,EOD/LUV,Southwest Airlines Company,NYSE,2019-07-30
LVGO,EOD/LVGO,Livongo Health Inc - Ordinary Shares,NASDAQ,2019-07-30
LVHD,EOD/LVHD,Legg Mason Low Volatility High Dividend ETF,NASDAQ,2019-07-30
LVL,EOD/LVL,Invesco S&P Global Dividend Opportunities Index,NYSE Arca,2019-07-30
LVS,EOD/LVS,Las Vegas Sands Corp.,NYSE,2019-07-30
LW,EOD/LW,Lamb Weston Holdings Inc.,NYSE,2019-07-30
LWAY,EOD/LWAY,Lifeway Foods Inc.,NASDAQ,2019-07-30
LX,EOD/LX,LexinFintech Holdings Ltd.,NASDAQ,2019-07-30
LXFR,EOD/LXFR,Luxfer Holdings PLC,NYSE,2019-07-30
LXFT,EOD/LXFT,Luxoft Holding Inc. Class A,NYSE,2019-06-13
LXP,EOD/LXP,Lexington Realty Trust,NYSE,2019-07-30
LXP.P.C,EOD/LXP_P_C,Lexington Realty Trust Preferred Conv. Series C,NYSE,2019-07-30
LXRX,EOD/LXRX,Lexicon Pharmaceuticals Inc.,NASDAQ,2019-07-30
LXU,EOD/LXU,LSB Industries Inc.,NYSE,2019-07-30
LYB,EOD/LYB,LyondellBasell Industries NV Class A (Netherlands),NYSE,2019-07-30
LYFT,EOD/LYFT,Lyft Inc.,NASDAQ,2019-07-30
LYG,EOD/LYG,Lloyds Banking Group Plc American Depositary Shares,NYSE,2019-07-30
LYL,EOD/LYL,Dragon Victory International Limited,NASDAQ,2019-07-30
LYTS,EOD/LYTS,LSI Industries Inc.,NASDAQ,2019-07-30
LYV,EOD/LYV,Live Nation Entertainment Inc.,NYSE,2019-07-30
LZB,EOD/LZB,La-Z-Boy Incorporated,NYSE,2019-07-30
M,EOD/M,Macy's Inc,NYSE,2019-07-30
MA,EOD/MA,Mastercard Incorporated,NYSE,2019-07-30
MAA,EOD/MAA,Mid-America Apartment Communities Inc.,NYSE,2019-07-30
MAA.P.I,EOD/MAA_P_I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock,NYSE,2019-07-30
MAC,EOD/MAC,Macerich Company (The),NYSE,2019-07-30
MACK,EOD/MACK,Merrimack Pharmaceuticals Inc.,NASDAQ,2019-07-30
MAG,EOD/MAG,MAG Silver Corporation,NYSE MKT,2019-07-30
MAGS,EOD/MAGS,Magal Security Systems Ltd.,NASDAQ,2019-07-30
MAIN,EOD/MAIN,Main Street Capital Corporation,NYSE,2019-07-30
MAMS,EOD/MAMS,MAM Software Group Inc.,NASDAQ,2019-07-30
MAN,EOD/MAN,ManpowerGroup,NYSE,2019-07-30
MANH,EOD/MANH,Manhattan Associates Inc.,NASDAQ,2019-07-30
MANT,EOD/MANT,ManTech International Corporation,NASDAQ,2019-07-30
MANU,EOD/MANU,Manchester United Ltd. Class A,NYSE,2019-07-30
MAR,EOD/MAR,Marriott International,NASDAQ,2019-07-30
MARA,EOD/MARA,Marathon Patent Group Inc.,NASDAQ,2019-07-30
MARK,EOD/MARK,Remark Holdings Inc.,NASDAQ,2019-07-30
MARPS,EOD/MARPS,Marine Petroleum Trust Units of Beneficial Interest,NASDAQ,2019-07-30
MAS,EOD/MAS,Masco Corporation,NYSE,2019-07-30
MASI,EOD/MASI,Masimo Corporation,NASDAQ,2019-07-30
MAT,EOD/MAT,Mattel Inc.,NASDAQ,2019-07-30
MATW,EOD/MATW,Matthews International Corporation,NASDAQ,2019-07-30
MATX,EOD/MATX,Matson Inc.,NYSE,2019-07-30
MAV,EOD/MAV,Pioneer Municipal High Income Advantage Trust of Beneficial Interest,NYSE,2019-07-30
MAXR,EOD/MAXR,Maxar Technologies Inc.,NYSE,2019-07-30
MAYS,EOD/MAYS,J. W. Mays Inc.,NASDAQ,2019-07-30
MBB,EOD/MBB,iShares MBS ETF,NYSE Arca,2019-07-30
MBCN,EOD/MBCN,Middlefield Banc Corp.,NASDAQ,2019-07-30
MBG,EOD/MBG,SPDR Bloomberg Barclays Mortgage Backed Bond,NYSE Arca,2019-07-30
MBI,EOD/MBI,MBIA Inc.,NYSE,2019-07-30
MBII,EOD/MBII,Marrone Bio Innovations Inc.,NASDAQ,2019-07-30
MBIN,EOD/MBIN,Merchants Bancorp,NASDAQ,2019-07-30
MBINP,EOD/MBINP,Merchants Bancorp 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,NASDAQ,2019-07-30
MBIO,EOD/MBIO,Mustang Bio Inc.,NASDAQ,2019-07-30
MBOT,EOD/MBOT,Microbot Medical Inc.,NASDAQ,2019-07-30
MBRX,EOD/MBRX,Moleculin Biotech Inc.,NASDAQ,2019-07-30
MBSD,EOD/MBSD,FlexShares Disciplined Duration MBS Index Fund,NASDAQ,2019-07-30
MBT,EOD/MBT,Mobile TeleSystems PJSC,NYSE,2019-07-30
MBTF,EOD/MBTF,M B T Financial Corp,NASDAQ,2019-07-30
MBUU,EOD/MBUU,Malibu Boats Inc.,NASDAQ,2019-07-30
MBWM,EOD/MBWM,Mercantile Bank Corporation,NASDAQ,2019-07-30
MC,EOD/MC,Moelis & Company Class A,NYSE,2019-07-30
MCA,EOD/MCA,Blackrock MuniYield California Quality Fund Inc.,NYSE,2019-07-30
MCB,EOD/MCB,Metropolitan Bank Holding Corp.,NYSE,2019-07-30
MCBC,EOD/MCBC,Macatawa Bank Corporation,NASDAQ,2019-07-30
MCC,EOD/MCC,Medley Capital Corporation,NYSE,2019-07-30
MCD,EOD/MCD,McDonald's Corporation,NYSE,2019-07-30
MCEF,EOD/MCEF,First Trust Municipal CEF Income Opportunity ETF,NASDAQ,2019-07-30
MCEP,EOD/MCEP,Mid-Con Energy Partners LP,NASDAQ,2019-07-30
MCF,EOD/MCF,Contango Oil & Gas Company (TX),NYSE MKT,2019-07-30
MCFT,EOD/MCFT,MasterCraft Boat Holdings Inc.,NASDAQ,2019-07-30
MCHI,EOD/MCHI,iShares MSCI China ETF,NYSE Arca,2019-07-30
MCHP,EOD/MCHP,Microchip Technology Incorporated,NASDAQ,2019-07-30
MCHX,EOD/MCHX,Marchex Inc.,NASDAQ,2019-07-30
MCI,EOD/MCI,Barings Corporate Investors,NYSE,2019-07-30
MCK,EOD/MCK,McKesson Corporation,NYSE,2019-07-30
MCN,EOD/MCN,Madison Covered Call & Equity Strategy Fund,NYSE,2019-07-30
MCO,EOD/MCO,Moody's Corporation,NYSE,2019-07-30
MCR,EOD/MCR,MFS Charter Income Trust,NYSE,2019-07-30
MCRB,EOD/MCRB,Seres Therapeutics Inc.,NASDAQ,2019-07-30
MCRI,EOD/MCRI,Monarch Casino & Resort Inc.,NASDAQ,2019-07-30
MCRN,EOD/MCRN,Milacron Holdings Corp.,NYSE,2019-07-30
MCRO,EOD/MCRO,IQ Hedge Macro Tracker,NYSE Arca,2019-07-30
MCS,EOD/MCS,Marcus Corporation (The),NYSE,2019-07-30
MCV,EOD/MCV,Medley Capital Corporation 6.125% Senior Notes due 2023,NYSE,2019-07-30
MCX,EOD/MCX,Medley Capital Corporation 6.50% Notes due 2021,NYSE,2019-07-30
MCY,EOD/MCY,Mercury General Corporation,NYSE,2019-07-30
MD,EOD/MD,Mednax Inc.,NYSE,2019-07-30
MDB,EOD/MDB,MongoDB Inc.,NASDAQ,2019-07-30
MDC,EOD/MDC,M.D.C. Holdings Inc.,NYSE,2019-07-30
MDCA,EOD/MDCA,MDC Partners Inc.,NASDAQ,2019-07-30
MDCO,EOD/MDCO,The Medicines Company,NASDAQ,2019-07-30
MDGL,EOD/MDGL,Madrigal Pharmaceuticals Inc.,NASDAQ,2019-07-30
MDGS,EOD/MDGS,Medigus Ltd.,NASDAQ,2019-07-30
MDGSW,EOD/MDGSW,Medigus Ltd. Series C Warrant,NASDAQ,2019-07-18
MDIV,EOD/MDIV,Multi-Asset Diversified Income Index Fund,NASDAQ,2019-07-30
MDJH,EOD/MDJH,MDJM LTD,NASDAQ,2019-07-30
MDLA,EOD/MDLA,Medallia Inc - Ordinary Shares,NYSE,2019-07-30
MDLQ,EOD/MDLQ,Medley LLC 7.25% Notes due 2024,NYSE,2019-07-30
MDLX,EOD/MDLX,Medley LLC 6.875% Senior Notes due 2026,NYSE,2019-07-30
MDLY,EOD/MDLY,Medley Management Inc. Class A,NYSE,2019-07-30
MDLZ,EOD/MDLZ,Mondelez International Inc.,NASDAQ,2019-07-30
MDP,EOD/MDP,Meredith Corporation,NYSE,2019-07-30
MDR,EOD/MDR,McDermott International Inc.,NYSE,2019-07-30
MDRR,EOD/MDRR,Medalist Diversified REIT Inc.,NASDAQ,2019-07-30
MDRX,EOD/MDRX,Allscripts Healthcare Solutions Inc.,NASDAQ,2019-07-30
MDSO,EOD/MDSO,Medidata Solutions Inc.,NASDAQ,2019-07-30
MDT,EOD/MDT,Medtronic plc.,NYSE,2019-07-30
MDU,EOD/MDU,MDU Resources Group Inc. (Holding Company),NYSE,2019-07-30
MDWD,EOD/MDWD,MediWound Ltd.,NASDAQ,2019-07-30
MDY,EOD/MDY,SPDR MidCap Trust Series I,NYSE Arca,2019-07-30
MDYG,EOD/MDYG,SPDR S&P 400 Mid Cap Growth ETF (based on S&P MidCap 400 Growth Index--symbol: MUV),NYSE Arca,2019-07-30
MDYV,EOD/MDYV,SPDR S&P 400 Mid Cap Value ETF (based on S&P MidCap 400 Value Index--symbol: MGD,NYSE Arca,2019-07-30
MEC,EOD/MEC,Mayville Engineering Company Inc.,NYSE,2019-07-30
MED,EOD/MED,MEDIFAST INC,NYSE,2019-07-30
MEDP,EOD/MEDP,Medpace Holdings Inc.,NASDAQ,2019-07-30
MEET,EOD/MEET,The Meet Group Inc.,NASDAQ,2019-07-30
MEI,EOD/MEI,Methode Electronics Inc.,NYSE,2019-07-30
MEIP,EOD/MEIP,MEI Pharma Inc.,NASDAQ,2019-07-30
MELI,EOD/MELI,MercadoLibre Inc.,NASDAQ,2019-07-30
MELR,EOD/MELR,Melrose Bancorp Inc.,NASDAQ,2019-07-08
MEN,EOD/MEN,Blackrock MuniEnhanced Fund Inc,NYSE,2019-07-30
MEOH,EOD/MEOH,Methanex Corporation,NASDAQ,2019-07-30
MER.P.K,EOD/MER_P_K,Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066,NYSE,2019-07-30
MERC,EOD/MERC,Mercer International Inc.,NASDAQ,2019-07-30
MESA,EOD/MESA,Mesa Air Group Inc.,NASDAQ,2019-07-30
MESO,EOD/MESO,Mesoblast Limited,NASDAQ,2019-07-30
MET,EOD/MET,MetLife Inc.,NYSE,2019-07-30
MET.P.A,EOD/MET_P_A,MetLife Inc. Preferred Series A Floating Rate,NYSE,2019-07-30
MET.P.E,EOD/MET_P_E,MetLife Inc. Depositary shares Series E,NYSE,2019-07-30
METC,EOD/METC,Ramaco Resources Inc.,NASDAQ,2019-07-30
MEXX,EOD/MEXX,Direxion Daily MSCI Mexico Bull 3X Shares,NYSE Arca,2019-07-30
MFA,EOD/MFA,MFA Financial Inc.,NYSE,2019-07-30
MFA.P.B,EOD/MFA_P_B,MFA Financial Inc. Preferred Series B,NYSE,2019-07-30
MFAC,EOD/MFAC,Megalith Financial Acquisition Corp. Class A,NYSE,2019-07-29
MFAC.U,EOD/MFAC_U,Megalith Financial Acquisition Corp. Units each consisting of one share of Class A common stock $0.0001 par value and one redeemable warrant,NYSE,2019-07-29
MFAC.WS,EOD/MFAC_WS,Megalith Financial Acquisition Corp. Warrants each warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50,NYSE,2019-07-29
MFC,EOD/MFC,Manulife Financial Corporation,NYSE,2019-07-30
MFD,EOD/MFD,Macquarie First Trust Global,NYSE,2019-07-30
MFDX,EOD/MFDX,PIMCO Equitiy Series RAFI Dynamic Multi-Factor International Equity,NYSE Arca,2019-07-30
MFEM,EOD/MFEM,PIMCO Equitiy Series RAFI Dynamic Multi-Factor Emerging Markets Equity,NYSE Arca,2019-07-30
MFG,EOD/MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),NYSE,2019-07-30
MFGP,EOD/MFGP,Micro Focus Intl PLC ADS each representing One Ord Sh,NYSE,2019-07-30
MFIN,EOD/MFIN,Medallion Financial Corp.,NASDAQ,2019-07-30
MFINL,EOD/MFINL,Medallion Financial Corp. 9.000% Notes due 2021,NASDAQ,2019-07-29
MFL,EOD/MFL,Blackrock MuniHoldings Investment Quality Fund of Beneficial Interest,NYSE,2019-07-30
MFM,EOD/MFM,MFS Municipal Income Trust,NYSE,2019-07-30
MFNC,EOD/MFNC,Mackinac Financial Corporation,NASDAQ,2019-07-30
MFO,EOD/MFO,MFA Financial Inc. 8.00% Senior Notes due 2042,NYSE,2019-07-30
MFSF,EOD/MFSF,MutualFirst Financial Inc.,NASDAQ,2019-07-30
MFT,EOD/MFT,Blackrock MuniYield Investment Quality Fund of Beneficial Interest,NYSE,2019-07-30
MFUS,EOD/MFUS,PIMCO Equitiy Series RAFI Dynamic Multi-Factor U.S. Equity,NYSE Arca,2019-07-30
MFV,EOD/MFV,MFS Special Value Trust,NYSE,2019-07-30
MG,EOD/MG,Mistras Group Inc,NYSE,2019-07-30
MGA,EOD/MGA,Magna International Inc.,NYSE,2019-07-30
MGC,EOD/MGC,Vanguard Mega Cap,NYSE Arca,2019-07-30
MGEE,EOD/MGEE,MGE Energy Inc.,NASDAQ,2019-07-30
MGEN,EOD/MGEN,Miragen Therapeutics Inc.,NASDAQ,2019-07-30
MGF,EOD/MGF,MFS Government Markets Income Trust,NYSE,2019-07-30
MGI,EOD/MGI,Moneygram International Inc.,NASDAQ,2019-07-30
MGIC,EOD/MGIC,Magic Software Enterprises Ltd.,NASDAQ,2019-07-30
MGK,EOD/MGK,Vanguard Mega Cap Growth,NYSE Arca,2019-07-30
MGLN,EOD/MGLN,Magellan Health Inc.,NASDAQ,2019-07-30
MGM,EOD/MGM,MGM Resorts International,NYSE,2019-07-30
MGNX,EOD/MGNX,MacroGenics Inc.,NASDAQ,2019-07-30
MGP,EOD/MGP,MGM Growth Properties LLC Class A representing limited liability company interests,NYSE,2019-07-30
MGPI,EOD/MGPI,MGP Ingredients Inc.,NASDAQ,2019-07-30
MGR,EOD/MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,NYSE,2019-07-30
MGRC,EOD/MGRC,McGrath RentCorp,NASDAQ,2019-07-30
MGTA,EOD/MGTA,Magenta Therapeutics Inc.,NASDAQ,2019-07-30
MGTX,EOD/MGTX,MeiraGTx Holdings plc,NASDAQ,2019-07-30
MGU,EOD/MGU,Macquarie Global Infrastructure Total Return Fund Inc.,NYSE,2019-07-30
MGV,EOD/MGV,Vanguard Mega Cap Value,NYSE Arca,2019-07-30
MGY,EOD/TPGE,Magnolia Oil & Gas Corporation Class A,NYSE,2019-07-30
MGY.WS,EOD/MGY_WS,Magnolia Oil & Gas Corporation Warrant,NYSE,2019-07-24
MGYR,EOD/MGYR,Magyar Bancorp Inc.,NASDAQ,2019-07-29
MH.P.A,EOD/MH_P_A,Maiden Holdings Ltd. Pref Shs Ser A (Bermuda),NYSE,2019-07-30
MH.P.C,EOD/MH_P_C,Maiden Holdings North America Ltd. 7.125% Non-Cumulative Preference Shares Series C,NYSE,2019-07-30
MH.P.D,EOD/MH_P_D,Maiden Holdings Ltd. 6.700% Non-Cumulative Preference Shares Series D,NYSE,2019-07-30
MHD,EOD/MHD,Blackrock MuniHoldings Fund Inc.,NYSE,2019-07-30
MHE,EOD/MHE,BlackRock Massachusetts Tax-Exempt Trust,NYSE MKT,2019-07-30
MHF,EOD/MHF,Western Asset Municipal High Income Fund Inc.,NYSE,2019-07-30
MHH,EOD/MHH,Mastech Digital Inc,NYSE MKT,2019-07-30
MHI,EOD/MHI,Pioneer Municipal High Income Trust of Beneficial Interest,NYSE,2019-07-30
MHK,EOD/MHK,Mohawk Industries Inc.,NYSE,2019-07-30
MHLA,EOD/MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,NYSE,2019-07-30
MHLD,EOD/MHLD,Maiden Holdings Ltd.,NASDAQ,2019-07-30
MHN,EOD/MHN,Blackrock MuniHoldings New York Quality Fund Inc.,NYSE,2019-07-30
MHNC,EOD/MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,NYSE,2019-07-30
MHO,EOD/MHO,M/I Homes Inc.,NYSE,2019-07-30
MIC,EOD/MIC,Macquarie Infrastructure Corporation,NYSE,2019-07-30
MICR,EOD/MICR,Micron Solutions Inc.,NYSE MKT,2019-07-30
MICT,EOD/MICT,MICT Inc.,NASDAQ,2019-07-30
MIDD,EOD/MIDD,The Middleby Corporation,NASDAQ,2019-07-30
MIDF,EOD/MIDF,iShares Edge MSCI Multifactor USA Mid-Cap,NYSE Arca,2019-07-29
MIDU,EOD/MIDU,Direxion Mid Cap Bull 3X Shares,NYSE Arca,2019-07-30
MIDZ,EOD/MIDZ,Direxion Mid Cap Bear 3X Shares,NYSE Arca,2019-07-30
MIE,EOD/MIE,Cohen & Steers MLP Income and Energy Opportunity Fund Inc.,NYSE,2019-07-30
MIK,EOD/MIK,The Michaels Companies Inc.,NASDAQ,2019-07-30
MILN,EOD/MILN,Global X Millennials Thematic ETF,NASDAQ,2019-07-30
MIME,EOD/MIME,Mimecast Limited,NASDAQ,2019-07-30
MIN,EOD/MIN,MFS Intermediate Income Trust,NYSE,2019-07-30
MINC,EOD/MINC,AdvisorShares Newfleet Multi-sector Income,NYSE Arca,2019-07-30
MIND,EOD/MIND,Mitcham Industries Inc.,NASDAQ,2019-07-30
MINDP,EOD/MINDP,Mitcham Industries Inc. Series A 9.00% Series A Cumulative Preferred Stock,NASDAQ,2019-07-30
MINI,EOD/MINI,Mobile Mini Inc.,NASDAQ,2019-07-30
MINT,EOD/MINT,PIMCO Enhanced Short Maturity Active Exchange-Traded Fund,NYSE Arca,2019-07-30
MIRM,EOD/MIRM,Mirum Pharmaceuticals Inc - Ordinary Shares,NASDAQ,2019-07-30
MIST,EOD/MIST,Milestone Pharmaceuticals Inc.,NASDAQ,2019-07-30
MITK,EOD/MITK,Mitek Systems Inc.,NASDAQ,2019-07-30
MITO,EOD/MITO,Stealth BioTherapeutics Corp.,NASDAQ,2019-07-30
MITT,EOD/MITT,AG Mortgage Investment Trust Inc.,NYSE,2019-07-30
MITT.P.A,EOD/MITT_P_A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A,NYSE,2019-07-30
MITT.P.B,EOD/MITT_P_B,AG Mortgage Investment Trust Inc. Preferred Series B,NYSE,2019-07-30
MIXT,EOD/MIXT,MiX Telematics Limited American Depositary Shares each representing 25,NYSE,2019-07-30
MIY,EOD/MIY,Blackrock MuniYield Michigan Quality Fund Inc.,NYSE,2019-07-30
MJ,EOD/MJ,ETFMG Alternative Harvest,NYSE Arca,2019-07-30
MJCO,EOD/MJCO,Majesco,NYSE MKT,2019-07-30
MKC,EOD/MKC,McCormick & Company Incorporated,NYSE,2019-07-30
MKC.V,EOD/MKC_V,McCormick & Company Incorporated,NYSE,2019-07-30
MKGI,EOD/MKGI,Monaker Group Inc.,NASDAQ,2019-07-30
MKL,EOD/MKL,Markel Corporation,NYSE,2019-07-30
MKSI,EOD/MKSI,MKS Instruments Inc.,NASDAQ,2019-07-30
MKTX,EOD/MKTX,MarketAxess Holdings Inc.,NASDAQ,2019-07-30
MLAB,EOD/MLAB,Mesa Laboratories Inc.,NASDAQ,2019-07-30
MLCO,EOD/MLCO,Melco Resorts & Entertainment Limited,NASDAQ,2019-07-30
MLHR,EOD/MLHR,Herman Miller Inc.,NASDAQ,2019-07-30
MLI,EOD/MLI,Mueller Industries Inc.,NYSE,2019-07-30
MLM,EOD/MLM,Martin Marietta Materials Inc.,NYSE,2019-07-30
MLND,EOD/OVAS,Millendo Therapeutics Inc.,NASDAQ,2019-07-30
MLNT,EOD/MLNT,Melinta Therapeutics Inc.,NASDAQ,2019-07-30
MLNX,EOD/MLNX,Mellanox Technologies Ltd.,NASDAQ,2019-07-30
MLP,EOD/MLP,Maui Land & Pineapple Company Inc.,NYSE,2019-07-30
MLPA,EOD/MLPA,Global X MLP,NYSE Arca,2019-07-30
MLPB,EOD/MLPB,ETRACS Alerian MLP Infrastructure Index ETN Series B due April 2 2040,NYSE Arca,2019-07-30
MLPC,EOD/MLPC,C-Tracks ETNs based on Performance of the Miller/Howard MLP Fundamental Index,NYSE Arca,2019-07-30
MLPE,EOD/MLPE,C-Tracks ETN on Miller/Howard Fundamental MLP Index Series B Due July 13 2026,NYSE Arca,2019-07-30
MLPG,EOD/MLPG,UBS AG Exchange Traded Access Securities (E-TRACS) Linked to the Alerian Natural Gas MLP Index due July 9 2040,NYSE Arca,2019-07-30
MLPI,EOD/MLPI,UBS AG ETN,NYSE Arca,2019-07-30
MLPO,EOD/MLPO,Credit Suisse Group Exchange Traded Notes due December 4 2034 Linked to the S&P MLP Index,NYSE Arca,2019-07-29
MLPQ,EOD/MLPQ,UBS AG ETRACS 2xMonthly Leveraged Alerian MLP Infrastructure Index ETN Series B due February 12 2046,NYSE Arca,2019-07-30
MLPX,EOD/MLPX,Global X MLP & Energy Infrastructure,NYSE Arca,2019-07-30
MLPY,EOD/MLPY,Morgan Stanley Cushing MLP High Income Index ETN,NYSE Arca,2019-07-30
MLPZ,EOD/MLPZ,UBS AG ETRACS ETRACS 2xMonthly Leveraged S&P MLP Index ETN Series B due February 12 2046,NYSE Arca,2019-07-30
MLR,EOD/MLR,Miller Industries Inc.,NYSE,2019-07-30
MLSS,EOD/MLSS,Milestone Scientific Inc.,NYSE MKT,2019-07-30
MLTI,EOD/MLTI,Credit Suisse X-Links Multi-Asset High Income Exchange Traded Notes (ETNs) due September 28 2035,NYSE Arca,2019-07-30
MLVF,EOD/MLVF,Malvern Bancorp Inc.,NASDAQ,2019-07-30
MMAC,EOD/MMAC,MMA Capital Holdings Inc.,NASDAQ,2019-07-30
MMC,EOD/MMC,Marsh & McLennan Companies Inc.,NYSE,2019-07-30
MMD,EOD/MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,NYSE,2019-07-30
MMDM,EOD/MMDM,Modern Media Acquisition Corp.,NASDAQ,2019-07-30
MMDMR,EOD/MMDMR,Modern Media Acquisition Corp. Right,NASDAQ,2019-07-30
MMDMU,EOD/MMDMU,Modern Media Acquisition Corp. Unit,NASDAQ,2019-07-26
MMDMW,EOD/MMDMW,Modern Media Acquisition Corp. Warrant,NASDAQ,2019-07-30
MMI,EOD/MMI,Marcus & Millichap Inc.,NYSE,2019-07-30
MMIN,EOD/MMIN,IQ MacKay Municipal Insured,NYSE Arca,2019-07-30
MMIT,EOD/MMIT,IQ MacKay Municipal Intermediate,NYSE Arca,2019-07-30
MMLP,EOD/MMLP,Martin Midstream Partners L.P.,NASDAQ,2019-07-30
MMM,EOD/MMM,3M Company,NYSE,2019-07-30
MMP,EOD/MMP,Magellan Midstream Partners L.P. Limited Partnership,NYSE,2019-07-30
MMS,EOD/MMS,Maximus Inc.,NYSE,2019-07-30
MMSI,EOD/MMSI,Merit Medical Systems Inc.,NASDAQ,2019-07-30
MMT,EOD/MMT,MFS Multimarket Income Trust,NYSE,2019-07-30
MMTM,EOD/MMTM,SPDR S&P 1500 Momentum Tilt,NYSE Arca,2019-07-30
MMU,EOD/MMU,Western Asset Managed Municipals Fund Inc.,NYSE,2019-07-30
MMX,EOD/MMX,Maverix Metals Inc.,NYSE MKT,2019-07-30
MMYT,EOD/MMYT,MakeMyTrip Limited,NASDAQ,2019-07-30
MN,EOD/MN,Manning & Napier Inc. Class A,NYSE,2019-07-30
MNA,EOD/MNA,IQ Merger Arbitrage,NYSE Arca,2019-07-30
MNCL,EOD/MNCL,Monocle Acquisition Corporation,NASDAQ,2019-07-30
MNCLU,EOD/MNCLU,Monocle Acquisition Corporation Units,NASDAQ,2019-07-30
MNCLW,EOD/MNCLW,Monocle Acquisition Corporation Warrants,NASDAQ,2019-07-24
MNDO,EOD/MNDO,MIND C.T.I. Ltd.,NASDAQ,2019-07-30
MNE,EOD/MNE,Blackrock Muni New York Intermediate Duration Fund Inc,NYSE,2019-07-30
MNI,EOD/MNI,McClatchy Company (The),NYSE,2019-07-30
MNK,EOD/MNK,Mallinckrodt plc,NYSE,2019-07-30
MNKD,EOD/MNKD,MannKind Corporation,NASDAQ,2019-07-30
MNLO,EOD/MNLO,Menlo Therapeutics Inc.,NASDAQ,2019-07-30
MNOV,EOD/MNOV,MediciNova Inc.,NASDAQ,2019-07-30
MNP,EOD/MNP,Western Asset Municipal Partners Fund Inc.,NYSE,2019-07-30
MNR,EOD/MNR,Monmouth Real Estate Investment Corporation Class A,NYSE,2019-07-30
MNR.P.C,EOD/MNR_P_C,Monmouth Real Estate Investment Corporation 6.125% Series C Cumulative Redeemable Preferred Stock,NYSE,2019-07-30
MNRL,EOD/MNRL,Brigham Minerals Inc. Class A,NYSE,2019-07-30
MNRO,EOD/MNRO,Monro Inc.,NASDAQ,2019-07-30
MNSB,EOD/MNSB,MainStreet Bancshares Inc.,NASDAQ,2019-07-30
MNST,EOD/MNST,Monster Beverage Corporation,NASDAQ,2019-07-30
MNTA,EOD/MNTA,Momenta Pharmaceuticals Inc.,NASDAQ,2019-07-30
MNTX,EOD/MNTX,Manitex International Inc.,NASDAQ,2019-07-30
MO,EOD/MO,Altria Group Inc.,NYSE,2019-07-30
MOAT,EOD/MOAT,VanEck Vectors Morningstar Wide Moat,NYSE Arca,2019-07-30
MOBL,EOD/MOBL,MobileIron Inc.,NASDAQ,2019-07-30
MOD,EOD/MOD,Modine Manufacturing Company,NYSE,2019-07-30
MODN,EOD/MODN,Model N Inc.,NYSE,2019-07-30
MOFG,EOD/MOFG,MidWestOne Financial Group Inc.,NASDAQ,2019-07-30
MOG.A,EOD/MOG_A,Moog Inc. Class A,NYSE,2019-07-30
MOG.B,EOD/MOG_B,Moog Inc. Class B,NYSE,2019-07-30
MOGO,EOD/MOGO,Mogo Inc.,NASDAQ,2019-07-30
MOGU,EOD/MOGU,MOGU Inc. American Depositary Shares (each representing 25 Class A),NYSE,2019-07-30
MOH,EOD/MOH,Molina Healthcare Inc,NYSE,2019-07-30
MOM,EOD/MOM,AGFiQ U.S. Market Neutral Momentum Fund,NYSE Arca,2019-07-29
MOMO,EOD/MOMO,Momo Inc.,NASDAQ,2019-07-30
MOO,EOD/MOO,VanEck Vectors Agribusiness,NYSE Arca,2019-07-30
MOR,EOD/MOR,MorphoSys AG,NYSE Arca,2019-07-30
MORF,EOD/MORF,Morphic Holding Inc.,NASDAQ,2019-07-30
MORL,EOD/MORL,ETRACS Monthly Pay 2XLeveraged Mortgage REIT ETN,NYSE Arca,2019-07-30
MORN,EOD/MORN,Morningstar Inc.,NASDAQ,2019-07-30
MORT,EOD/MORT,VanEck Vectors Mortgage REIT Income,NYSE Arca,2019-07-30
MOS,EOD/MOS,Mosaic Company (The),NYSE,2019-07-30
